review_summary,review_body,star_rating,sentimiento
X-Men 3 destroza nada menos que el Golden Gate en un prodigio de ingeniería mutante que ya quisieran firmar muchos arquitectos humanos,"La tercera parte de X-Men se resume a los prolegómenos de una batalla. Las fuerzas del mal, encabezadas por Magneto quieren destruir un fármaco, llamado ""La cura"", que convierte a un mutante en un hombre normal. Las fuerzas del bien, encabezadas por Xavier quieren evitarlo porque el fármaco sólo se administra libremente a quien lo pide. Tienen razón quienes dicen que ésta es la más superficial de las tres películas. Es la más superficial, pero no lo suficiente.En la primera parte, Magneto era mucho más impositivo porque quería convertir en mutante a toda la humanidad. En la tercera sigue siendo intransigente, no respeta la libertad de los que eligen no ser mutantes. La razón está con Xavier. Pero no tan nítidamente. Ocurre igual que en una huelga ¿tienen derecho unos cuantos a sabotear la labor de todos? ¿Tienen derecho los huelguistas a hacer piquetes? El tema es espinoso, por eso los mutantes cambian tanto de bando. Las vacilaciones, las idas y venidas de los mutantes componen una larga digresión sobre la libertad individual y el deber colectivo. Son el preámbulo de una confrontación donde se concentra toda la emoción de la película. Los dos ejércitos se han definido por fin: ¿cuáles son sus bazas? La segunda pregunta: ¿quién ganará? guarda siempre menos sorpresas.Alguien debería escribir uno de esos libros de cine llenos de fotos con un catálogo de todos los monumentos que ha destruido el cine para mayor gloria del patrimonio cultural de los Estados Unidos. En España sólo podríamos exhibir a Alex de la Iglesia que satanizó medio Madrid para esa maravilla macarra que tituló ""El día de la bestia"". X-Men 3 destroza nada menos que el Golden Gate en un prodigio de ingeniería mutante que ya quisieran firmar muchos arquitectos humanos.",3,neutro
"Esta sensación de gazpacho audiovisual posee tan sólo una motivación crematística y en nada artística. Verbinski, bajo la tutela empresarial de un financiero del divertimento como es Bruckheimer, ha hecho los deberes que le han mandado.","Cuando uno es testigo del espectáculo que es (sin duda) la nueva entrega de la Walt Disney Studios Motion Picture Marketing and Distribution (más su socio, la Jerry Bruckheimer Films), no sabe muy bien si ha asistido a una película de piratas (poco ortodoxa, por supuesto), a una ginkana de numeritos circenses, a una del gordo y el flaco, a una comedia surrealista a lo Cómo ser John Malkovich, o incluso a una historia de amor naif. Y es que esta incursión al fin del mundo es también el paso a la autosuficiencia de una productora que se sabe a priori ganadora. Por ello, el guión viene a ser algo secundario, que tan sólo ha necesitado ?de la mano de los curtidos guionistas Ted Elliott y Terry Rossio (Godzilla, Shrek, La máscara del zorro)- una sabia elección de géneros y personajes dispares, extraídos del imaginario infantil de los potenciales clientes (niños y no tan niños). Esta sensación de gazpacho audiovisual posee tan sólo una motivación crematística y en nada artística. Verbinski, bajo la tutela empresarial de un financiero del divertimento como es Bruckheimer, ha hecho los deberes que le han mandado. Y lo ha hecho bien, y con descaro. A Piratas del Caribe 3 se le nota demasiado su querencia por la taquilla, y su seguridad de vender un producto que antes de salir ya había superado las expectativas de hacer ricos a sus productores.Por eso Piratas del Caribe 3 riza su trama, permitiéndose licencias clonadoras con discursos esquizofrénicos, o piratas rollingstonianos que defienden el código pirata y la memoria musical de los padres que acompañan a sus hijos a las salas (¿o es al revés?) Y el enredo de su guión se soporta porque viene aderezado (como casi todo el cine americano de consumo rápido) de un terremoto audiovisual que desencaja los ojos del respetable y lo mantiene calladito en la butaca, engullendo sus palomitas y sorbiendo la ración habitual de jarabe made in USA. Al salir de la sala sólo quedará lo que vimos, es decir, mero humo de sonidos y colores y unos buenos euros menos en los bolsillos. Y a seguir tragando fuegos artificiales, que la vida son dos días y Hacienda y la muerte no perdonan.Con Piratas del Caribe 3, Spiderman 3 y todos sus primos hermanos se nos presenta un menú cinematográfico en nuestros cines poco alentador para quien hubiera gustado de ver colgado en cartel otros títulos igual o más jugosos y de mayor empaque (véase Zodiac, entre decenas más), y sólo encuentra platos prefabricados que si bien seducen a primera vista, devienen más tarde de kitkats con los que matar el gusanillo que uno tiene de buen cine (o si acaso cine a secas), y no decorados digitales recauchutados por expertos en marketing.En fin, nos vemos en el cine (o en el parque de atracciones).",2,negativo
"Película más que correcta. Entretiene, inquieta, y casi sin quererlo entristece, nos sume en el vacío donde se instalan los personajes incluso después de resolverse el drama final.","Muy al contrario de lo que sucedía en la reciente Bosque de sombras, La noche de los girasoles es un drama resuelto en un eficiente e inquietante (a pesar de su ritmo lento y poco hollywoodiense) thriller rural donde todos y cada uno de los personajes se ven inmersos en una soledad asfixiante de la que sólo el azaroso acontecimiento de un intento de violación les prestará escusas para soltar la tensión que les atenaza. Una pareja estancada en su relación; un joven atado a un entorno (el de su pueblo) que se le queda chico; un aldeano solitario que se niega a abandonar su casa tras morir su mujer; un terrorífico vendedor, amargado por la vida que le ha tocado; un guardia civil caradura, hastiado por su vida de recién casado? Todos afloran sus miserias a través de la tragedia que se desencadenará.Sin poseer el sentido de la puesta en escena o la fuerza expresiva del paisaje que sí posee Fargo, La noche de los girasoles sigue la senda de ese impagable retrato que dibujan los Coen de la América profunda. Donde en Fargo es una policía embarazada con olfato a lo Sherlock Homes, en este pueblecito castellano aparece un guardia civil a punto de jubilarse que pese a no menos olfato preferirá proteger a su hija que hacer valer la ley. Y donde en Fargo se escribe un guión clásico, sin fracturas temporales, en la película del debutante Sánchez-Cabezudo encontramos un rashomónimo montaje que sin prisas (al ritmo emocional de sus protagonistas) va dibujando por capas subjetivas la red de sucesos en la que confluyen todos los personajes.La noche de los girasoles es una película más que correcta. Entretiene, inquieta, y casi sin quererlo entristece, nos sume en el vacío donde se instalan los personajes incluso después de resolverse el drama final. Esa escena en la que los espeleólogos regresan a la ciudad afectados y en silencio; ese pobre padre presentando su dimisión tras callar (y pagar) con su honor el oscuro plan de su yerno; ese violador regresando a su casa (como si nada), entregado a esa sisífica existencia de sillón y tele. O la agónica resignación de ese yerno enclaustrado en su cárcel familiar. Todos ellos hacen de esta película más que un thriller (una de las de miedo, que decimos en castellano) o una de policías (guardias civiles en este caso), un drama triste, casi desesperado, sobre la soledad y sus miserias.Frente al juego sobre el azar que vertebra la propuesta de los Coen, nunca tendente a la melancolía o al drama existencial, la obra de Sánchez-Cabezudo no juega, y si nos ponemos puntillosos ni entretiene. Pero se arriesga, saliendo de la mera dialéctica policía-asesino con final feliz (tan al estilo Hollywood) y optando por dejar al espectador sin muletas con las que interpretar lo que sólo es mera supervivencia frente a la soledad.Sigue inquietando ver de nuevo a Manuel Morón (el padre de El Bola) de malo, malísimo. A Carmelo Gómez le va de perlas hacer ese insulso papel de pusilánime que estalla de ira. La desconocida Judith Diakhate se ve guapa y correcta (por ese orden). Celso Bugallo sigue encogiéndome con otra interpretación natural pero intensa (como ya hiciera en Mar adentro). También estupendos Vicente Romero (recomendable en el papel de El Maquea en el telefilm Padre Coraje) y Walter Vidarte, un loco del que el espectador pronto se compadece.",3,neutro
"Almodóvar ha conseguido un rotundo y certero pleno: el calor de la crítica, el calor del público, un taquillazo y un peliculón","""Volver"" nos devuelve a un Almodóvar envuelto en los ropajes del costumbrismo bien entendido y mejor digerido, de una tradición que, en vez de colisionar con la modernidad, enlaza con ella para complementarse, sumarse y hasta multiplicarse.Para mí, lo más detestable del universo Almodóvar eran esos personajes extremos que, sinceramente, me parecían un auténtico coñazo. Nunca pude con tanto travelo-macho encerrado en el cuerpo de una mujer que, sin embargo, se enamoraba de una jovencita que, finalmente, tenía implantado un pene artificial y unas tetas de silicona.Por eso, cuando Almodóvar empezó a filmar historias de corte más clásico, hablando de temas universales como la soledad, la pérdida del ser querido o el amor, su cine ganó muchos enteros. En esa línea estaban ""Todo sobre mi madre"" y ""Hable con ella"" y, con ""Volver"", Pedro ha parido una obra maestra a la que no se le puede poner ni un sólo pero.Ya en el arranque, los títulos de crédito, removidos por el inclemente viento de La Mancha, son una auténtica declaración de principios. Y, a partir de ahí, Almodóvar hace la presentación de los escenarios y los personajes, tanto principales y secundarios, en apenas quince minutos, con una concisión, una pulcritud y una capacidad de síntesis que convertirán al guión de ""Volver"" en materia obligatoria de estudio en cualquier taller de escritura cinematográfica que se precie.Después, por supuesto, la historia. Una historia que entrecruza personajes, leyendas, mitos, supersticiones y secretos de familia, que mezcla el drama con la comedia, la ciudad con el pueblo, la gran casa familiar con el diminuto apartamento, la chismografía a la vieja usanza y la que utiliza a la televisión como amplificador para llegar a todos los rincones, etcétera.Porque ""Volver"" está llena de detalles, de guiños y de gestos que unen y enlazan las dos Españas: la España rural y la urbana, la España de mitad de siglo XX y la que se despierta con el Milenio, la España de la cocina tradicional, el anís y el punto de cruz con la España del catering, los mojitos y la lycra. Dos Españas en las que, sin embargo, no son tan distintas las cosas, entonces y ahora, como bien se encarga de demostrar un Almodóvar en estado de gracia.Y lo hace utilizando un rico, espectacular y glorioso reparto coral monopolizado por mujeres. Apenas si salen dos hombres en toda la película y lo hacen de forma tangencial y casi anecdótica. El género masculino, convertido por Almodóvar en mero Mc Guffin narrativo, lo que demuestra que la paridad por decreto, cuando hay genio y talento, no hace falta.Con ""Volver"", Almodóvar ha conseguido un rotundo y certero pleno: el calor de la crítica, el calor del público, un taquillazo y un peliculón. Ahora sólo faltan los premios. Que no tarden en llegar.",5,positivo
"Interesante western revisionista, que no está narrado de la forma habitual. Está realizado con pocos medios y menos personajes.","""Harry Collings vuelve a casa después de deambular junto a su amigo, Arch. Su esposa, que le había dado por desaparecido, permite que se quede junto a ella creyendo que todo volvería a ser como antes. Pero entonces Harry tiene que tomar una decisión difícil con respecto sus lealtades y prioridades"".Interesante western revisionista, que no está narrado de la forma habitual. Está realizado con pocos medios y menos personajes. Sin embargo, aunque extraña a veces, contiene escenas llenas de apasionamiento y buen cine. Es francamente irregular, pero merece la pena verla. Verna Bloom está estupenda y Warren Oates, inconmesurable. Buena y muy bonita música. Como anécdota, contar que cuando la ví en el cine Burceña (Barakaldo, Bizkaia) nos dieron los dos primeros rollos cambiados, es decir, que supimos cómo finalizaba sin saber cómo comenzaba.Nos miramos todos extrañados, luego nos descojonamos y lo aceptamos. Todos somos humanos.",3,neutro
"Apadrinado por Fernando Trueba, el joven director navarro ha sorprendido a todos con una atrevida cinta. Una película de notable, amena, fresca, interesante.","Excelente debut el de Félix Viscarret en largometraje. Apadrinado por Fernando Trueba, el joven director navarro ha sorprendido a todos con una atrevida cinta, Bajo las estrellas, basada en la novela ""El trompetista del Utopía"" de Fernando Aramburu. Como dijo Trueba en el preestreno: lo mejor de Viscarret es que tiene un estilo propio, algo que muchos no llegan a conseguir nunca. Estoy de acuerdo, y en Málaga deben pensar parecido: mejor película, director, actor protagonista y guión novel.La historia es relativamente simple: Benito, un trompetista de segunda fila, fracasado, borrachuzo y desorientado, vuelve a Estella, su pueblo natal, para asistir al entierro de su padre. Allí recupera parte del tiempo perdido con su hermano Lalo, bonachón e inocente, y decide que merece la pena alargar la visita para librarle de la mujer con la que va a casarse: Nines (en otro tiempo juerguista y demasiado precoz para todo). Sin embargo, al conocer a su hija Ainara (rebelde e introvertida) nace una amistad inesperada y se abren nuevos caminos.Es difícil decidirse entre comedia con tintes dramáticos o drama con tintes cómicos. En todo caso, está garantizada la risa, incluso la carcajada, pero también tiene un punto muy emotivo, un trasfondo muy humano, con personajes perdidos, maltratados, infelices, fracasados. La vida no les sonríe demasiado y si alguna vez tuvieron sueños, los han olvidado. Sin embargo, en los demás encontrarán las motivaciones suficientes para seguir adelante. Y uno, a media película, puede estar concentrado, pensando en esas cosas, en lo cruel que puede ser a veces la vida, en las injusticias, etc. y de pronto escuchar alguna sandez en boca de Benito (Alberto San Juan) y no poder evitar doblarse de risa. Sin duda la acidez de este personaje, que llama puerca a su joven amiga, y que no tiene reparos en darle un poco de marcha al entierro de su padre, es uno de los puntos fuertes del filme. Los son, de hecho, todos los personajes, interpretados además de forma excelente.Destacan también la fotografía de Álvaro Gutiérrez y la música de Mikel Salas (ambos elementos acertados, cuidados, acompañando siempre al tono de la historia pero sin tomar el protagonismo). En definitiva, una película de notable, amena, fresca, interesante, a la que, por poner alguna pega, quizá sobra algo de metraje.",4,positivo
Memorias de Queens es una película muy real pero que no llega a abordar una historia que conecte realmente con el espectador.,"Dado el panorama cinematográfico actual, no sería nada descabellado la creación de la figura del defensor del espectador. Alguien que emule a Don Quijote y se enfrente a gigantes molinos de viento en solitario por la salvaguarda de la honra y la dignidad del público. Paralelamente, como muestra de apoyo podría constituirse la Asociación de Consumidores de Cine Indignados.Porque cada vez son más los casos en que una película engaña o estafa al espectador, o lo hace una campaña publicitaria malintencionada. Podría decirse que Memorias de Queens entra en el segundo ámbito, ya que venden como protagonista a Robert Downey Jr cuando tiene escasas apariciones en pantalla. El film supone el debut como realizador de Dito Montiel, que adapta su novela Guía Para Reconocer a tus Santos, inspirada a su vez en sus propias vivencias de adolescente. La historia no es un dechado de originalidad, es la típica sobre jóvenes en un barrio marginal de una gran ciudad en la que malviven personas de diversas razas y nacionalidades. La mayor virtud del film es que transmite con gran acierto y fidelidad la situación de Queens en la década de los ochenta. Pero la sensación de realidad y verosimilitud no son por sí solas suficientes para justificar una cinta entera, ya que para ello se necesita algo más, una historia que llegue al público, que lo atrape, y que esté bien contada. Memorias de Queens no tiene ni lo uno ni lo otro. Su argumento es simple y previsible, transmitiendo al espectador únicamente aburrimiento y tedio. A los típicos fallos que se podrían esperar dada la inexperiencia de Montiel tras las cámaras hay que añadirle una narración deshilachada, con unos saltos temporales nada acertados. De las interpretaciones, cabe destacar la de Chazz Palminteri así como las apariciones esporádicas de Robert Downey Jr.Memorias de Queens es una película muy real pero que no llega a abordar una historia que conecte realmente con el espectador. Al contrario, ofrece una trama sin interés y que provocará numerosos bostezos en el patio de butacas.",1,negativo
Para mí probablemente esta es la mejor película de las 3. La primera me pareció horrorosa. La segunda me gustó y esta me ha encantado.,"Para mí probablemente esta es la mejor película de las 3. La primera me pareció horrorosa. La segunda me gustó y esta me ha encantado. Lo que ha hecho Johnny Deep con el Capitán Jack me parece impresionante. Le ha dado un carisma al personaje que estoy segura que ni los mismos productores esperaban. Y es que resulta terriblemente sexy un hombre tan sexy que no pretende serlo. Eso es lo que nos gusta del capitán Jack.Aun reconociendo que se trata de un producto de masas he de reconocer la perspicacia de esta 3ª parte, que aunque intuíamos lo que iba a ocurrir, cuando ocurre nos quedamos igualmente emocionados (la magia del cine).Claro que no todo son alegrías para los piratas pues tengo varios peros, como que ""es excesivamente larga"", para mi le sobran 10 minutos del combate en el remolino y unos 6 en la batalla final. Y a saber a cuánto asciende el metraje de las escenas eliminadas (Ya lo veremos cuando saquen el DVD). Otro pero es que Keira me tiene cansada con sus morritos, osea vamos a ver, está bien sacar morros de vez en cuando pero es que esta chica es incapaz de interpretar ningún papel sin sacar morros, a la señorita no le parece suficiente el colágeno que se empezó a meter antes de rodar Piratas del Caribe I sino que encima nos tiene que aburrir con un exceso de carne labial cual chorizo de cantinpalo. También hay otras cositas. vamos a ver vaya mierda de director de vestuario que permite que las bailarinas que lleva Keira están perfectas durante toda la película, no importa si ella se moja o pasa pro encima del barro, están siempre bien.Dejemos atrás las minimaladas que supongo que para cualquier ojo crítico no pasan desapercibidas y vayamos a lo realmente interesante. Orlando Bloom. No sé si me gusta más de Pirata o de Elfo, como no me decido he pensado que podríamos hacer un mix, Lunes Elfo, Martes Pirata, Miércoles Elfo, Jueves Pirata, Viernes. Yo sé que él odia ser un sexsymbol pero lo es. Bueno la progresión artística de Orly es clara para cualquiera que tenga memoria y ojos en la cara. De hecho su personaje en la saga sufre un transformación progresiva que está realmente bién llevada, hasta el punto de terminar siendo el protagonista absoluto.",3,neutro
Lástima es que Valli no tenga el pulso narrativo de Hawks y que la caravana tarde tanto en arrancar porque la película es correcta,"""Himalaya"" no sólo es un western en el que no se pega ni un sólo tiro sino que, además, su acción transcurre a unos cinco o seis mil metros de altitud. Nada menos. ¿Extraño? Quizá. Pero si Sam Peckimpah rodó su modélica ""Duelo en la Alta Sierra"", a ver por que Eric Valli, a pesar de su paradójico apellido, no iba a poder filmar esta montañosa historia iniciática, de supervivencia, superación y redención.Vaya por delante que la película se titulaba originalmente ""El aprendizaje de un jefe"" y que, quizá por la arraigada tradición montañera hispana, nuestro distribuidor decidió darle un nombre tan genérico como ""Himalaya"". Estamos ante una película que, partiendo de un arquetipo tan clásico como el del héroe muerto y la lucha por el liderazgo, nos muestra, con la precisión y el detalle de un documental del National Geographic, la dura vida de los habitantes de un pueblo ignoto en mitad del Karakorum.Se nos muestran los ritos funerarios de la comunidad, los acertijos y adivinanzas que utilizan los sacerdotes para decidir cuándo es el día propicio para la partida de una caravana, los preparativos de ésta, se nos enseña el interior de las casas, las vestimentas, los artilugios de uso cotidiano, etc.Y, luego, los personajes. El padre afligido por la muerte del hijo, el nuevo héroe, la viuda, el pequeño huérfano o el hijo pródigo protagonizarán toda una serie de situaciones que entroncan con el clasicismo griego, con la novela medieval de caballerías y, por supuesto, con el western; no en vano, de lo que se trata en ""Himalaya"" es de conducir una caravana a través de situaciones extremas, reproduciéndose muchas de las experiencias que Howard Hawks nos contara en su ""Río rojo"".La lástima es que Valli no tenga el pulso narrativo de Hawks y que la caravana tarde tanto en arrancar porque la película es correcta, las situaciones por las que pasan los personajes, aún siendo previsibles, están muy bien resueltas y, en general, ""Himalaya"" se deja ver con agrado.",3,neutro
"Bajo las Estrellas es una más que meritoria primera película, cuyo máximo exponente, aparte del prodigioso trabajo de Alberto San Juan, es su gran realismo.","Que una película genere muchas expectativas antes de su estreno y no sea una gran súper producción es una buena noticia para el conjunto del cine. Sin embargo, no son pocas las ocasiones que esas expectativas pueden volverse en contra, ya que puede no estar a la altura de lo que el público (y los terribles y pendencieros pérfidos de Albión llamados críticos) se había imaginado. Este puede ser el caso de Bajo las Estrellas, que tras arrasar en el Festival de Málaga se ha convertido en uno de los títulos más esperados del cine español.Las expectativas creadas en torno a Bajo las Estrellas son muy grandes, tanto por su apabullante triunfo en Málaga como por el precedente que sentó el año pasado Daniel Sánchez-Arévalo. El film, que adapta la novela de Fernando Aramburu El Trompetista del Utopía, narra la vuelta a casa de un crápula, Benito Lacunza (Alberto San Juan), que en su regreso se encontrará con muchas sorpresas, y no todas agradables. Apadrinado por Fernando Trueba, Félix Viscarret realiza una ópera prima que aborda una historia compleja, delicada y espinosa. Rodada como una comedia dramática, una de las mayores virtudes de la cinta es la solidez de su guión, que posee unos personajes muy bien construidos y absolutamente creíbles a los que cualquiera puede identificar. Desde que arranca la trama, el espectador se sumerge de lleno en ella, experimentando las mismas vivencias de los personajes, riendo y sufriendo con ellos. En la película hay una clara ambivalencia entre el drama y la comedia, batalla en la que no hay vencedor, lo cual se convierte en un lastre a medida que pasan los minutos. Hay algunos momentos en que la intensidad de la historia decae, y en honor a la verdad, la estética de western contemporáneo que acompaña a la primera mitad de la película perjudica más que beneficia; por dicha ambientación (la música llega a tornarse estridente al poco rato) hay planos que recuerdan al absurdo y al surrealismo puro. Exceptuando estos detalles, la labor de Viscarret es absolutamente impecable. Lo más destacable de Bajo las Estrellas es la interpretación de Alberto San Juan, que hace suyo por completo a ese crápula tierno y encantador de Benito Lacunza.Bajo las Estrellas es una más que meritoria primera película, cuyo máximo exponente, aparte del prodigioso trabajo de Alberto San Juan, es su gran realismo.",3,neutro
"Una película muy buena, con detalles bien pensados, una dirección correcta, un guión estupendamente elaborado y sobretodo, dos increíbles actrices que hacen las mejores interpretaciones de su carrera.","Helen Mirren estaba estupenda en el rol de la Reina de Inglaterra en The Queen y desafortunadamente aún no he visto Dreamgirls para poder valorar la aclamadísima actuación de Jennifer Hudson en su papel secundario. Ambas actrices se llevaron el Oscar como Mejor actriz y Mejor actriz secundaria respectivamente en la pasada ceremonia de los Oscar, y he de reconocer que la primera se lo mereció. Aún y así, si este premio se lo hubiera llevado Judi Dench por su interpretación en Diario de un escándalo me hubiera alegrado incluso más, pues lo que consigue con esta actuación no es nada más que alcanzar la maestría. Y lo mismo ocurre con Cate Blanchett, en una de las interpretaciones más soberbias de esta atractiva e increíble actriz.Patrick Marber es el escritor de esta película, el cual también fue nominado al Oscar por su más que correcto trabajo. Como digo, el guión de Diario de un escándalo es bueno, pero lo que resalta aquí son las interpretaciones de Dench y Blanchett, unas creaciones de talla magistral con sensibilidades humanas, y sobretodo, unas personalidades increíblemente perversas y bohemias, respectivamente. Sus miradas, sus diálogos, sus moementos cumbres (sobretodo el de Dench, en una actuación final realmente terrorífica). No es que el papel de Cate Blanchett esté peor dibujado o tratado, pero hay algo en el de Dench que me atrae mucho, y no sé si es esa soledad en que se mantiene y esa perversidad con que quiere atrapar las cosas. El de la australiana es un papel más normal, con sus tentaciones y relaciones prohibidas, y también, con sus dudas y temores. En definitiva, quizás la veterana ganadora de un Oscar por Shakespeare in love si esté aquí de verdadero Oscar, pero Blanchett (que lo ganó por interpretar a Hepburn en El aviador) consigue llegar, prácticamente a su altura, con unas exploraciones dramáticas extremadamente intensas (ver la discusion in extremis con su marido, un fenomenal Bill Nighy). Se me hace raro hablar al principio de una crítica sobre las interpretaciones, pero es que hay que reconocer que en esta película lo que verdaderamente destaca son ellas dos. Aunque evidentemente, en una película no sólo pueden estar bien las interpretaciones y lo demás ser pésimo. Aquí la dirección de Richard Eyre es más que correcta, el guión de Marber está muy bien estructurado y la música de Philip Glass es sencillamente conmovedora. Y tampoco olvidarse de la magnífica fotografía, llevada a cabo con elegancia y con unos tonos de colores muy ocres y a veces muy grises. La verdad es que todo en Diario de un escándalo funciona, no a la perfección, pero sí de manera adecuada, sin llegar a excederse en ningún momento y siempre resultando amena, y, como en toda película de caldiad, con momentos soberbios y otros que no tanto (el enfrentamiento de Blanchett contra los periodistas, un tanto forzado).Una película muy buena, con detalles bien pensados, una dirección correcta, un guión, no de Oscar, pero sí estupendamente elaborado, una ambientación creíble y agobiante en varios momentos y sobretodo, dos increíbles actrices que hacen las mejores interpretaciones de su carrera. Inolvidable en el sentido interpretativo.",4,positivo
"Obra maestra de la comedia y, añadidamente, una joya del Cine. Su extravagancia, su lógica absurda y su muy elevado sentido de los diálogos perduran en la memoria del cinéfilo.","Decía Howard Hawks que el auténtico drama está terriblemente cerca de ser una comedia que, por lo general, ha sido un género menor dentro de la Historia del Cine e incluso de la Literatura. La nómina de cineastas que han dedicado su talento a la ""screwball comedy"" va del propio Hawks a Lubitsch, pasando por Leo McCarey, Gregory LaCava, Billy Wilder, George Cukor, Preston Sturges o Frank Capra y los actores que han inmortalizado ese cine alocado, de poderosos gags visuales y vertiginosos parlamentos han sido Jack Lemmon, Cary Grant, Katherine Hepburn, Walter Matthau, Charles Coburn, Marilyn Monroe o Gary Cooper. Me siento rejuvenecer es una obra maestra de la comedia y, añadidamente, una joya del Cine. Su extravagancia, su lógica absurda y su muy elevado sentido de los diálogos perduran en la memoria del cinéfilo. Esta opereta liviana de monos que se postulan como alquimistas de la eterna juventud y medias de acetato es la quintaesencia del género junto con La fiera de mi niña, también de Hawks y con similar elenco. En una Cary Grant es un introvertido profesor universitario que vive para reconstruir un esqueleto de dinosaurio y conseguir dinero para el museo que gobierna. En Me siento rejuvenecer, Grant es un abstraido y responsable científico que cree haber encontrado la fórmula de la eterna juventud, aunque la realidad nos confiesa que ha sido Rodolfo, el mono de indias, el primate imitador que, al trajinar con probetas y matraces, da con el santo grial de la vida eterna. Hecht, Lederer y Diamond, que luego serían escolta narrativa de Billy Wilder en sus mejores obras, elaboran un guión fabuloso que habría encantado a Darwin y que, bajo cuerda, muestra con ironía el futuro de la ciencia y las inevitables injerencias del mundo empresarial para aprovechar sus progresos y hacer caja a su costa. El propio título en inglés (Monkey Business, negocio de monos ) introduce sin tapujos el desfile guignolesco, bufo y sexy de la trama. Una Marilyn Monroe mojigata, embutida en una falda estrecha hasta el estrangulamiento coronario deja que sus tetas, apuntando al infinito con aquellos sujetadores de la épocas, tan abiertos y pujados, le roben ( plano a plano ) cualquier interés en lo que dice. Luego está la escena en la que planta su pierna frente al timorato profesor Bernaby Fulton para que aprecia la calidad de las medias que él mismo ha inventado. ""La señorita Laurel me estaba enseñando sus acetatos"", balbucea Grant antes de que el brebaje manufacturado por el chimpancé le haga rejuvenecer, sacar a la Monroe de paseo en un descapotable o patinar como un chiquillo. Estas regresiones de edad propician que todos los actores exhiban sus registros más circenses. Hasta el propio Charles Coburn, impecable siempre, hace el ganso cuando Ginger Rogers, convertido en niña - yo añado que nunca dejó de serlo - le mete un pez por debajo del cinturón. El ritmo alocado, el continuo zarandeo de situaciones inverosímiles, pero aquí lógicas se convierten en motor de una acción trepidante, que no te deja respirar. En estos tiempos, en el cine hecho ahora que nos ha tocado disfrutar, ¿ hay algún Hawks ?",5,positivo
Creo no haber visto nunca una película tan irremisiblemente abocada al relleno de las estanterías de los videoclubs.,"Creo no haber visto nunca una película tan irremisiblemente abocada al relleno de las estanterías de los videoclubs. Su vistosa cartelería podría suscitar que el cliente recale en la caja del DVD y lo alquile. Podría reunir a una pandilla de adolescentes, bien atiborrados de patatas de bolsa, refrescos y frutos secos, que se divertirían a lo grande con esta historia de fantasmas de granja que regresan al mundo de los vivos para clamar venganza. Suele pasar. Lo más llamativo es que Sam Raimi, director valiente y, a lo visto, productor de films de terror ya bien lanzado, haya visto algo bueno en este pastiche infumable, que no da miedo y que se pierde con descaro y falta de pudor en cientos, he dicho bien, de películas con similares ingredientes. Nombremos: casa hechizada, familia con problemas y sótanos abonados de sustos. Como está a punto de arrancar su periplo comercial en DVD, tome note el lector exigente y no caiga en el error que yo he cometido. Dedique su espléndido tiempo a volver a leer a los clásicos o comience esa novela que está sin desprecintar todavía o déjese contaminar por la belleza pura e inmarcesible de M, el vampiro de Dusseldorf. ¿ Que como me viene este título ? Por necesidad, por pura necesidad. En todo caso, el abanico de posibilidades es enorme. La vida es una delicia cuando uno encuentra esos pequeños placeres que nos engolosinan el ocio y producen esas cosquillas en la boca del estómago. Lo más parecido al amor.",2,negativo
